nname,vname,vname_ing,syn,def,synset,add_def
umbrella,set,setting,"set_up, lay_out, set",get ready for a particular purpose or event,"{'id': 22, 'wid': 'v00407848', 'name': 'set_up.v.04', 'count': '7', 'syn': 'set_up lay_out set', 'def': 'get ready for a particular purpose or event', 'ex': 's'}",['setting up large umbrellas to have people lying/sitting under it']
umbrella,stand_under,standing_under,"stand, stand_up",be standing; be upright,"{'id': 1, 'wid': 'v01546111', 'name': 'stand.v.01', 'count': '171', 'syn': 'stand stand_up', 'def': 'be standing; be upright', 'ex': 'W'}",[]
umbrella,no_interaction,no_interaction,[],[],"{'id': 1, 'wid': 'v01546111', 'name': 'stand.v.01', 'count': '171', 'syn': 'stand stand_up', 'def': 'be standing; be upright', 'ex': 'W'}",[]
vase,hold,holding,"hold, take_hold",held by hand; to have or maintain in the grasp; to attach the hand to,"{'id': 2, 'wid': 'v01216670', 'name': 'hold.v.02', 'count': '67', 'syn': 'hold take_hold', 'def': ""have or hold in one's hands or grip"", 'ex': 'H'}",[]
vase,make,making,"produce, make, create",create or manufacture a man-made product,"{'id': 6, 'wid': 'v01621555', 'name': 'produce.v.02', 'count': '90', 'syn': 'produce make create', 'def': 'create or manufacture a man-made product', 'ex': 'W'}",[]
vase,paint,painting,paint,apply paint to; coat with paint,"{'id': 2, 'wid': 'v01362736', 'name': 'paint.v.02', 'count': '13', 'syn': 'paint', 'def': 'apply paint to; coat with paint', 'ex': 'W'}",[]
vase,no_interaction,no_interaction,[],[],"{'id': 2, 'wid': 'v01362736', 'name': 'paint.v.02', 'count': '13', 'syn': 'paint', 'def': 'apply paint to; coat with paint', 'ex': 'W'}",[]
wine_glass,fill,filling,"fill, fill_up, make_full","make full, also in a metaphorical sense","{'id': 1, 'wid': 'v00452512', 'name': 'fill.v.01', 'count': '63', 'syn': 'fill fill_up make_full', 'def': 'make full, also in a metaphorical sense', 'ex': 'f'}",[]
wine_glass,hold,holding,"hold, take_hold",held by hand; to have or maintain in the grasp; to attach the hand to,"{'id': 2, 'wid': 'v01216670', 'name': 'hold.v.02', 'count': '67', 'syn': 'hold take_hold', 'def': ""have or hold in one's hands or grip"", 'ex': 'H'}",[]
wine_glass,sip,sipping,sip,drink in sips,"{'id': 1, 'wid': 'v01170687', 'name': 'sip.v.01', 'count': '7', 'syn': 'sip', 'def': 'drink in sips', 'ex': 'S'}",[]
wine_glass,toast,toasting,"toast, drink, pledge, salute, wassail",propose a toast to,"{'id': 2, 'wid': 'v01175467', 'name': 'toast.v.02', 'count': '3', 'syn': 'toast drink pledge salute wassail', 'def': 'propose a toast to', 'ex': 'L'}",[]
wine_glass,lick,licking,"lick, lap",pass the tongue over,"{'id': 2, 'wid': 'v01432176', 'name': 'lick.v.02', 'count': '8', 'syn': 'lick lap', 'def': 'pass the tongue over', 'ex': 't'}",[]
wine_glass,wash,washing,"wash, rinse",clean with some chemical process,"{'id': 1, 'wid': 'v01270199', 'name': 'wash.v.01', 'count': '14', 'syn': 'wash rinse', 'def': 'clean with some chemical process', 'ex': []}",[]
wine_glass,no_interaction,no_interaction,[],[],"{'id': 1, 'wid': 'v01270199', 'name': 'wash.v.01', 'count': '14', 'syn': 'wash rinse', 'def': 'clean with some chemical process', 'ex': []}",[]
zebra,feed,feeding,"feed, give",give food to,"{'id': 2, 'wid': 'v01178565', 'name': 'feed.v.02', 'count': '19', 'syn': 'feed give', 'def': 'give food to', 'ex': 'F'}",[]
zebra,hold,holding,"hold, take_hold",held by hand; to have or maintain in the grasp; to attach the hand to,"{'id': 2, 'wid': 'v01216670', 'name': 'hold.v.02', 'count': '67', 'syn': 'hold take_hold', 'def': ""have or hold in one's hands or grip"", 'ex': 'H'}",[]
zebra,pet,petting,pet,stroke or caress gently,"{'id': 1, 'wid': 'v01425892', 'name': 'pet.v.01', 'count': '1', 'syn': 'pet', 'def': 'stroke or caress gently', 'ex': 'p'}",[]
zebra,watch,watching,watch,watch with appreciation; to look at for an amount of time,"{'id': 1, 'wid': 'v02150510', 'name': 'watch.v.01', 'count': '77', 'syn': 'watch', 'def': 'look attentively', 'ex': 'w'}",[]
zebra,no_interaction,no_interaction,[],[],"{'id': 1, 'wid': 'v02150510', 'name': 'watch.v.01', 'count': '77', 'syn': 'watch', 'def': 'look attentively', 'ex': 'w'}",[]
